Domain,Response Code,DNS Server,DNS Resolved Ips,DNS IP Response Codes,Traceroute to domain,Number of hops to domain,AARC DNS Ips,Optus DNS Ips,Google DNS Ips,Cloudflare DNS Ips,AARC DNS Response Codes,Optus DNS Response Codes,Google DNS Response Codes,Cloudflare DNS Response Codes,Domain Blockpage,AARC Blockpage,Optus Blockpage,Google Blockpage,Cloudflare Blockpage,Domain Cloudflare IP Blocked,AARC Cloudflare IP Blocked,Optus Cloudflare IP Blocked,Google Cloudflare IP Blocked,Cloudflare Cloudflare IP Blocked,Default DNS Block Page,Default DNS Cloudflare Block Page
"http://nocensor.surf/","HTTPConnectionPool(host='nocensor.surf'; port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000001CFDC308590>: Failed to resolve 'nocensor.surf' ([Errno 11001] getaddrinfo failed)""))","1.1.1.1","['Errno11001getaddrinfofailed']","['HTTPConnectionPool(host=\'errno11001getaddrinfofailed\'; port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000001CFDC0E1640>: Failed to resolve \'errno11001getaddrinfofailed\' ([Errno 11001] getaddrinfo failed)""))']","['[Errno 11001] getaddrinfo failed']","1","[]","[]","[]","[]","[]","[]","[]","[]","N/A","[]","[]","[]","[]","N/A","[]","[]","[]","[]","['False']","['False']"
"https://nocensor.casa/","200","1.1.1.1","['185.107.56.194']","[200]","['192.168.178.1', '203.129.20.1', '180.150.1.198', '10.241.13.170', '159.196.252.106', '10.241.16.231', '10.241.14.113', '129.250.3.77', '129.250.3.183', '129.250.7.89', '185.107.56.194', '81.20.72.105', '185.107.56.194']","13","[]","[]","['74.63.241.27']","['37.48.65.155']","[]","[]","[200]","[200]","False","[]","[]","['False']","['False']","False","[]","[]","['False']","['False']","['False']","['False']"
"http://nocensor.fun/","200","1.1.1.1","['185.53.178.53']","[412]","['192.168.178.1', '203.129.20.1', '180.150.1.152', '159.196.252.106', '10.241.16.153', '10.241.16.231', '10.241.14.113', '10.241.16.165', '185.53.178.53', '192.168.30.18', '185.53.178.53']","11","[]","[]","['185.53.178.53']","['185.53.178.53']","[]","[]","[412]","[412]","False","[]","[]","['False']","['False']","False","[]","[]","['False']","['False']","['False']","['False']"
"https://unblockproject.icu/","200","1.1.1.1","['199.59.243.225']","[400]","['192.168.178.1', '203.129.20.1', '180.150.1.152', '10.241.13.80', '199.59.243.225']","5","[]","[]","['199.59.243.225']","['199.59.243.225']","[]","[]","[400]","[400]","False","[]","[]","['False']","['False']","False","[]","[]","['False']","['False']","['False']","['False']"
"https://unblockproject.info/","410","1.1.1.1","['3.64.163.50']","[410]","['192.168.178.1', '203.129.20.1', '180.150.1.152', '10.241.13.80', '159.196.252.106', '10.241.16.231', '129.250.4.188', '129.250.4.148', '128.241.4.66', '3.64.163.50', '3.64.163.50']","11","[]","[]","['3.64.163.50']","['3.64.163.50']","[]","[]","[410]","[410]","False","[]","[]","['False']","['False']","False","[]","[]","['False']","['False']","['False']","['False']"
"http://123unblock.space/","('Connection aborted.'; RemoteDisconnected('Remote end closed connection without response'))","1.1.1.1","['23.82.12.34']","[200]","['192.168.178.1', '203.129.20.1', '180.150.1.152', '202.142.143.199', '10.241.13.76', '62.115.125.47', '62.115.121.221', '173.208.126.87', '62.115.182.183', '23.82.12.34']","10","[]","[]","['81.171.28.46']","['23.82.12.34']","[]","[]","[200]","[200]","N/A","[]","[]","['False']","['False']","N/A","[]","[]","['False']","['False']","['False']","['False']"
"https://123unblock.fun/","200","1.1.1.1","['69.162.95.2']","[200]","['192.168.178.1', '203.129.20.1', '180.150.1.152', '62.115.162.222', '62.115.138.65', '38.122.186.58', '10.6.2.6', '10.6.2.86', '169.254.168.253', '10.6.9.131', '69.162.95.2']","11","[]","[]","['74.63.241.28']","['162.210.196.166']","[]","[]","[200]","[200]","False","[]","[]","['False']","['False']","False","[]","[]","['False']","['False']","['False']","['False']"
"http://unbl0ck.online/","200","1.1.1.1","['192.157.56.142']","[200]","['192.168.178.1', '203.129.20.1', '180.150.1.198', '10.241.13.168', '202.142.143.199', '62.115.141.245', '62.115.114.87', '62.115.159.245', '62.115.118.123', '192.157.56.142', '192.227.179.162', '192.157.56.142']","12","[]","[]","['162.210.199.87']","['69.162.95.2']","[]","[]","[200]","[200]","False","[]","[]","['False']","['False']","False","[]","[]","['False']","['False']","['False']","['False']"
"http://123unblock.icu/","HTTPConnectionPool(host='123unblock.icu'; port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000001CFDC104110>: Failed to resolve '123unblock.icu' ([Errno 11001] getaddrinfo failed)""))","1.1.1.1","['Errno11001getaddrinfofailed']","['HTTPConnectionPool(host=\'errno11001getaddrinfofailed\'; port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000001CFDC106240>: Failed to resolve \'errno11001getaddrinfofailed\' ([Errno 11001] getaddrinfo failed)""))']","['[Errno 11001] getaddrinfo failed']","1","[]","[]","[]","[]","[]","[]","[]","[]","N/A","[]","[]","[]","[]","N/A","[]","[]","[]","[]","['False']","['False']"
"http://prox4you.club/","200","1.1.1.1","['103.224.212.217']","[""('Connection aborted.'; ConnectionResetError(10054; 'An existing connection was forcibly closed by the remote host'; None; 10054; None))""]","['192.168.178.1', '203.129.20.1', '180.150.1.198', '154.54.42.101', '154.54.46.205', '154.24.35.54', '154.24.7.230', '38.140.111.58', '103.224.213.214', '103.224.212.217']","10","[]","[]","['103.224.212.217']","['103.224.212.217']","[]","[]","[200]","[200]","False","[]","[]","['False']","['False']","False","[]","[]","['False']","['False']","['False']","['False']"
"https://prox4you.pro/","410","1.1.1.1","['3.64.163.50']","[410]","['192.168.178.1', '203.129.20.1', '180.150.1.152', '10.241.13.80', '159.196.252.106', '10.241.14.113', '10.241.16.231', '129.250.4.148', '128.241.4.66', '3.64.163.50', '3.64.163.50']","11","[]","[]","['3.64.163.50']","['3.64.163.50']","[]","[]","[410]","[410]","False","[]","[]","['False']","['False']","False","[]","[]","['False']","['False']","['False']","['False']"
"http://prox4you.info/","410","1.1.1.1","['3.64.163.50']","[410]","['192.168.178.1', '203.129.20.1', '180.150.1.152', '159.196.252.106', '10.241.13.80', '10.241.16.231', '129.250.4.148', '128.241.4.66', '3.64.163.50']","9","[]","[]","['3.64.163.50']","['3.64.163.50']","[]","[]","[410]","[410]","False","[]","[]","['False']","['False']","False","[]","[]","['False']","['False']","['False']","['False']"
"https://unblocked.to/","200","1.1.1.1","['69.16.230.227']","[""('Connection aborted.'; RemoteDisconnected('Remote end closed connection without response'))""]","['192.168.178.1', '203.129.20.1', '180.150.1.152', '10.241.13.76', '209.59.157.114', '4.14.100.86', '209.59.157.243', '69.16.230.227']","8","[]","[]","['69.16.230.227']","['69.16.230.227']","[]","[]","[""('Connection aborted.'; RemoteDisconnected('Remote end closed connection without response'))""]","[""('Connection aborted.'; RemoteDisconnected('Remote end closed connection without response'))""]","False","[]","[]","['False']","['False']","False","[]","[]","['False']","['False']","['False']","['False']"
"https://prostylex.org/","200","1.1.1.1","['103.224.182.238']","[200]","['192.168.178.1', '203.129.20.1', '180.150.1.152', '10.241.13.76', '154.54.42.101', '154.54.46.205', '154.24.7.230', '38.140.111.58', '154.24.35.54', '103.224.213.214', '103.224.182.238']","11","[]","[]","['103.224.182.238']","['103.224.182.238']","[]","[]","[200]","[200]","False","[]","[]","['False']","['False']","False","[]","[]","['False']","['False']","['False']","['False']"
"https://torrents.io","HTTPSConnectionPool(host='torrents.io'; port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001CFDC1B1EB0>: Failed to resolve 'torrents.io' ([Errno 11001] getaddrinfo failed)""))","1.1.1.1","['Errno11001getaddrinfofailed']","['HTTPConnectionPool(host=\'errno11001getaddrinfofailed\'; port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000001CFDC0E1C10>: Failed to resolve \'errno11001getaddrinfofailed\' ([Errno 11001] getaddrinfo failed)""))']","['[Errno 11001] getaddrinfo failed']","1","[]","[]","[]","[]","[]","[]","[]","[]","N/A","[]","[]","[]","[]","N/A","[]","[]","[]","[]","['False']","['False']"
"https://katcr.co/","HTTPSConnectionPool(host='katcr.co'; port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001CFDC0E1BE0>: Failed to resolve 'katcr.co' ([Errno 11002] getaddrinfo failed)""))","1.1.1.1","['Errno11002getaddrinfofailed']","['HTTPConnectionPool(host=\'errno11002getaddrinfofailed\'; port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000001CFDC104680>: Failed to resolve \'errno11002getaddrinfofailed\' ([Errno 11001] getaddrinfo failed)""))']","['[Errno 11002] getaddrinfo failed']","1","[]","[]","[]","[]","[]","[]","[]","[]","N/A","[]","[]","[]","[]","N/A","[]","[]","[]","[]","['False']","['False']"
"https://kikass.to/","200","1.1.1.1","['104.21.78.35', '172.67.215.185']","[403, 403]","['192.168.178.1', '203.129.20.1', '180.150.1.152', '159.196.252.106', '104.21.78.35']","5","[]","[]","['172.67.215.185', '104.21.78.35']","['104.21.78.35', '172.67.215.185']","[]","[]","[403, 403]","[403, 403]","False","[]","[]","['False', 'False']","['False', 'False']","False","[]","[]","['True', 'True']","['True', 'True']","['False', 'False']","['True', 'True']"
"https://kat.sx/","521","1.1.1.1","['104.31.16.118', '104.31.16.11']","[403, 403]","['192.168.178.1', '180.150.1.198', '104.31.16.118', '159.196.252.106', '203.129.20.1', '10.241.14.113', '104.31.16.118']","7","[]","[]","['104.31.16.118', '104.31.16.11']","['104.31.16.11', '104.31.16.118']","[]","[]","[403, 403]","[403, 403]","False","[]","[]","['False', 'False']","['False', 'False']","False","[]","[]","['True', 'True']","['True', 'True']","['False', 'False']","['True', 'True']"
"https://kickass.sx/","200","1.1.1.1","['104.21.13.75', '172.67.198.201']","[403, 403]","['192.168.178.1', '203.129.20.1', '180.150.1.198', '159.196.252.104', '104.21.13.75', '10.241.14.111', '104.21.13.75']","7","[]","[]","['172.67.198.201', '104.21.13.75']","['104.21.13.75', '172.67.198.201']","[]","[]","[403, 403]","[403, 403]","False","[]","[]","['False', 'False']","['False', 'False']","False","[]","[]","['True', 'True']","['True', 'True']","['False', 'False']","['True', 'True']"
"https://kickass1.to/","200","1.1.1.1","['103.224.182.253']","[200]","['192.168.178.1', '203.129.20.1', '180.150.1.198', '10.241.13.168', '202.142.143.199', '154.54.25.149', '154.54.85.153', '154.24.7.226', '154.24.35.54', '38.140.111.58', '103.224.213.214', '103.224.182.253']","12","[]","[]","['103.224.182.253']","['103.224.182.253']","[]","[]","[200]","[200]","False","[]","[]","['False']","['False']","False","[]","[]","['False']","['False']","['False']","['False']""https://www.stockspot.com.au/","200","192.168.0.1","['3.25.13.159', '13.210.224.193', '13.55.150.53']","['HTTPSConnectionPool(host=\'3.25.13.159\'; port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1; ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch; certificate is not valid for \'3.25.13.159\'. (_ssl.c:1129)"")))', 'HTTPSConnectionPool(host=\'13.210.224.193\'; port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1; ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch; certificate is not valid for \'13.210.224.193\'. (_ssl.c:1129)"")))', 'HTTPSConnectionPool(host=\'13.55.150.53\'; port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1; ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch; certificate is not valid for \'13.55.150.53\'. (_ssl.c:1129)"")))']","['49.3.112.1', '59.154.18.238', '61.88.32.11', '15.230.23.223', '150.222.112.184', '52.95.38.184', '52.95.38.107', '150.222.112.191', '13.55.150.53']","9","[]","[]","['13.55.150.53', '3.25.13.159', '13.210.224.193']","['13.55.150.53', '3.25.13.159', '13.210.224.193']","[]","[]","['HTTPSConnectionPool(host=\'13.55.150.53\'; port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1; ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch; certificate is not valid for \'13.55.150.53\'. (_ssl.c:1129)"")))', 'HTTPSConnectionPool(host=\'3.25.13.159\'; port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1; ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch; certificate is not valid for \'3.25.13.159\'. (_ssl.c:1129)"")))', 'HTTPSConnectionPool(host=\'13.210.224.193\'; port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1; ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch; certificate is not valid for \'13.210.224.193\'. (_ssl.c:1129)"")))']","['HTTPSConnectionPool(host=\'13.55.150.53\'; port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1; ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch; certificate is not valid for \'13.55.150.53\'. (_ssl.c:1129)"")))', 'HTTPSConnectionPool(host=\'3.25.13.159\'; port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1; ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch; certificate is not valid for \'3.25.13.159\'. (_ssl.c:1129)"")))', 'HTTPSConnectionPool(host=\'13.210.224.193\'; port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1; ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: IP address mismatch; certificate is not valid for \'13.210.224.193\'. (_ssl.c:1129)"")))']","False","[]","[]","['False', 'False', 'False']","['False', 'False', 'False']","False","[]","[]","['False', 'False', 'False']","['False', 'False', 'False']","['False', 'False', 'False']","['False', 'False', 'False']"
"http://www.anime-sharing.com/","451","192.168.0.1","['13.237.36.234', '3.105.69.101']","[""HTTPConnectionPool(host='13.237.36.234'; port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001479272C040>: Failed to establish a new connection: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time; or established connection failed because connected host has failed to respond'))"", 451]","['192.168.0.1', '49.3.112.1', '124.19.61.165', '61.88.32.11', '150.222.112.149', '52.95.38.180', '52.95.38.107', '15.230.23.213', '150.222.112.148']","9","[]","[]","['172.67.128.253', '104.21.2.88']","['104.21.2.88', '172.67.128.253']","[]","[]","[403, 403]","[403, 403]","True","[]","[]","['False', 'False']","['False', 'False']","False","[]","[]","['True', 'True']","['True', 'True']","['False', 'True']","['False', 'False']"
"https://www.imovies.cc","HTTPSConnectionPool(host='www.imovies.cc'; port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1; ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch; certificate is not valid for 'www.imovies.cc'. (_ssl.c:1129)"")))","192.168.0.1","['3.105.69.101', '13.237.36.234']","[451, ""HTTPConnectionPool(host='13.237.36.234'; port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000147938DF850>: Failed to establish a new connection: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time; or established connection failed because connected host has failed to respond'))""]","['192.168.0.1', '49.3.112.1', '124.19.61.122', '150.222.112.173', '150.222.112.166', '52.95.39.22', '3.105.69.101', '52.95.39.1', '3.105.69.101']","9","[]","[]","['104.21.2.164', '172.67.129.100']","['172.67.129.100', '104.21.2.164']","[]","[]","[403, 403]","[403, 403]","N/A","[]","[]","['False', 'False']","['False', 'False']","N/A","[]","[]","['True', 'True']","['True', 'True']","['True', 'False']","['False', 'False']"
"http://animereborn.io/","451","192.168.0.1","['3.105.69.101', '13.237.36.234']","[451, ""HTTPConnectionPool(host='13.237.36.234'; port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000147938AE970>: Failed to establish a new connection: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time; or established connection failed because connected host has failed to respond'))""]","['192.168.0.1', '49.3.112.1', '124.19.61.122', '150.222.112.173', '150.222.112.166', '52.95.39.1', '52.95.39.22', '3.105.69.101']","8","[]","[]","['103.224.212.211']","['103.224.212.211']","[]","[]","[200]","[200]","True","[]","[]","['False']","['False']","False","[]","[]","['False']","['False']","['True', 'False']","['False', 'False']"
"http://unblockproject.pw/","451","192.168.0.1","['3.105.69.101', '13.237.36.234']","[451, ""HTTPConnectionPool(host='13.237.36.234'; port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000014793A35250>: Failed to establish a new connection: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time; or established connection failed because connected host has failed to respond'))""]","['192.168.0.1', '49.3.112.1', '124.19.61.122', '150.222.112.173', '150.222.112.166', '52.95.39.22', '52.95.39.1', '3.105.69.101']","8","[]","[]","['72.52.179.174']","['72.52.179.174']","[]","[]","[""('Connection aborted.'; RemoteDisconnected('Remote end closed connection without response'))""]","[""('Connection aborted.'; RemoteDisconnected('Remote end closed connection without response'))""]","True","[]","[]","['False']","['False']","False","[]","[]","['False']","['False']","['True', 'False']","['False', 'False']"
"https://animelon.com/","HTTPSConnectionPool(host='animelon.com'; port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1; ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch; certificate is not valid for 'animelon.com'. (_ssl.c:1129)"")))","192.168.0.1","['13.237.36.234', '3.105.69.101']","[""HTTPConnectionPool(host='13.237.36.234'; port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000147938AE970>: Failed to establish a new connection: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time; or established connection failed because connected host has failed to respond'))"", 451]","['192.168.0.1', '49.3.112.1', '124.19.61.165', '61.88.32.11', '52.95.38.180', '15.230.23.213', '150.222.112.148', '52.95.38.107', '150.222.112.149']","9","[]","[]","['104.21.78.122', '172.67.220.248']","['104.21.78.122', '172.67.220.248']","[]","[]","[403, 403]","[403, 403]","N/A","[]","[]","['False', 'False']","['False', 'False']","N/A","[]","[]","['True', 'True']","['True', 'True']","['False', 'True']","['False', 'False']"
